ref.id,soil.id,reference,soil,depth,ecosystem,climate,time,tmin,tmax,temp,q10,q10calc,corg,norg,clay,ph,substrate,substrate2
15,61,Cussack et al. 2010,Upper-C,0 to 10,forest,warm,,21,31,26,1.71764,equal-C,3.5,0.18,,4.1,N,
15,61,Cussack et al. 2010,Upper-C,0 to 10,forest,warm,,21,31,26,2.06951,equal-C,3.5,0.18,,4.1,N,
15,61,Cussack et al. 2010,Upper-C,0 to 10,forest,warm,,21,31,26,2.0752,equal-C,3.5,0.18,,4.1,N,
15,61,Cussack et al. 2010,Upper-C,0 to 10,forest,warm,,21,31,26,1.68236,equal-C,3.5,0.18,,4.1,N,
15,61,Cussack et al. 2010,Upper-C,0 to 10,forest,warm,,21,31,26,1.56058,equal-C,3.5,0.18,,4.1,N,
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,31.8668,21,31,26,1.66596,equal-time,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,35.9135,21,31,26,1.60593,equal-time,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,41.9528,21,31,26,1.64371,equal-time,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,47.9379,21,31,26,1.90705,equal-time,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,55.9717,21,31,26,2.03511,equal-time,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,69.4431,21,31,26,1.90769,equal-time,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,87.6532,21,31,26,1.63756,equal-time,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,110.5441,21,31,26,1.46532,equal-time,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,138.735,21,31,26,1.60902,equal-time,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,166.264,21,31,26,1.71511,equal-time,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,177.676,21,31,26,1.76809,equal-time,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,193.832,21,31,26,1.65579,equal-time,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,221.456,21,31,26,1.36339,equal-time,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,242.247,21,31,26,1.53695,equal-time,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,257.113,21,31,26,1.19905,equal-time,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,,21,31,26,1.60505,equal-C,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,,21,31,26,1.61238,equal-C,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,,21,31,26,1.85149,equal-C,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,,21,31,26,1.75941,equal-C,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,,21,31,26,1.35904,equal-C,6.7,0.31,,3.9,Y,nitrogen
15,62,Cussack et al. 2010,Upper-N,0 to 10,forest,warm,,21,31,26,1.4177,equal-C,6.7,0.31,,3.9,Y,nitrogen
16,63,Dalias et al. 2001,Dalias-Clap,,forest,temperate,,4,10,7,,equal-C,2.6,0.12,17.4,7.7,N,
16,63,Dalias et al. 2001,Dalias-Clap,,forest,temperate,,10,16,13,,equal-C,2.6,0.12,17.4,7.7,N,
16,63,Dalias et al. 2001,Dalias-Clap,,forest,temperate,,16,23,19.5,,equal-C,2.6,0.12,17.4,7.7,N,
16,63,Dalias et al. 2001,Dalias-Clap,,forest,temperate,,23,30,26.5,,equal-C,2.6,0.12,17.4,7.7,N,
16,64,Dalias et al. 2001,Dalias-Hald,,forest,temperate,,4,10,7,3.5,equal-C,5.7,0.38,35,4.9,N,
16,64,Dalias et al. 2001,Dalias-Hald,,forest,temperate,,10,16,13,3.4,equal-C,5.7,0.38,35,4.9,N,
16,64,Dalias et al. 2001,Dalias-Hald,,forest,temperate,,16,23,19.5,3.1,equal-C,5.7,0.38,35,4.9,N,
16,64,Dalias et al. 2001,Dalias-Hald,,forest,temperate,,23,30,26.5,3.4,equal-C,5.7,0.38,35,4.9,N,
16,65,Dalias et al. 2001,Dalias-ThezA1,,forest,temperate,,4,10,7,3.8,equal-C,4.7,0.12,7.6,5.2,N,
16,65,Dalias et al. 2001,Dalias-ThezA1,,forest,temperate,,10,16,13,2.8,equal-C,4.7,0.12,7.6,5.2,N,
16,65,Dalias et al. 2001,Dalias-ThezA1,,forest,temperate,,16,23,19.5,1.9,equal-C,4.7,0.12,7.6,5.2,N,
16,65,Dalias et al. 2001,Dalias-ThezA1,,forest,temperate,,23,30,26.5,1.3,equal-C,4.7,0.12,7.6,5.2,N,
16,66,Dalias et al. 2001,Dalias-ThezOh,,forest,temperate,,4,10,7,5.2,equal-C,38.8,0.9,,4.3,N,
16,66,Dalias et al. 2001,Dalias-ThezOh,,forest,temperate,,10,16,13,1.6,equal-C,38.8,0.9,,4.3,N,
16,66,Dalias et al. 2001,Dalias-ThezOh,,forest,temperate,,16,23,19.5,1.6,equal-C,38.8,0.9,,4.3,N,
16,66,Dalias et al. 2001,Dalias-ThezOh,,forest,temperate,,23,30,26.5,1.6,equal-C,38.8,0.9,,4.3,N,
16,67,Dalias et al. 2001,Dalias-Vind,,forest,temperate,,4,10,7,4,equal-C,44,1.17,,3.6,N,
16,67,Dalias et al. 2001,Dalias-Vind,,forest,temperate,,10,16,13,2,equal-C,44,1.17,,3.6,N,
16,67,Dalias et al. 2001,Dalias-Vind,,forest,temperate,,16,23,19.5,0.8,equal-C,44,1.17,,3.6,N,
16,67,Dalias et al. 2001,Dalias-Vind,,forest,temperate,,23,30,26.5,0.7,equal-C,44,1.17,,3.6,N,
16,68,Dalias et al. 2001,Dalias-WaldOf,,forest,temperate,,4,10,7,1.9,equal-C,47.2,1.8,,3.4,N,
16,68,Dalias et al. 2001,Dalias-WaldOf,,forest,temperate,,10,16,13,2.1,equal-C,47.2,1.8,,3.4,N,
16,68,Dalias et al. 2001,Dalias-WaldOf,,forest,temperate,,16,23,19.5,1.5,equal-C,47.2,1.8,,3.4,N,
16,68,Dalias et al. 2001,Dalias-WaldOf,,forest,temperate,,23,30,26.5,1.1,equal-C,47.2,1.8,,3.4,N,
16,69,Dalias et al. 2001,Dalias-WaldOh,,forest,temperate,,4,10,7,3,equal-C,34,1.07,11,3.5,N,
16,69,Dalias et al. 2001,Dalias-WaldOh,,forest,temperate,,10,16,13,1.5,equal-C,34,1.07,11,3.5,N,
16,69,Dalias et al. 2001,Dalias-WaldOh,,forest,temperate,,16,23,19.5,2,equal-C,34,1.07,11,3.5,N,
16,69,Dalias et al. 2001,Dalias-WaldOh,,forest,temperate,,23,30,26.5,1,equal-C,34,1.07,11,3.5,N,
17,70,Elberling and Brandt 2003,Node,0 to 20,forest,temperate,4,-10,0,-5,50,equal-time,,,,,N,
17,70,Elberling and Brandt 2003,Node,0 to 20,forest,temperate,4,0,10,5,3.63,equal-time,,,,,N,
17,70,Elberling and Brandt 2003,Node,0 to 20,forest,temperate,4,10,20,15,2.34,equal-time,,,,,N,
17,71,Elberling and Brandt 2003,Zack,0 to 20,tundra,cold,4,-10,0,-5,22.3,equal-time,6.5,0.4,,,N,
17,71,Elberling and Brandt 2003,Zack,0 to 20,tundra,cold,4,0,10,5,2.56,equal-time,6.5,0.4,,,N,
17,71,Elberling and Brandt 2003,Zack,0 to 20,tundra,cold,4,10,20,15,1.96,equal-time,6.5,0.4,,,N,
18,72,Elberling et al. 2006,Polygon,0 to 8,polar desert,cold,27,-1,5,2,344,equal-time,0.116,,,,N,
18,72,Elberling et al. 2006,Polygon,0 to 8,polar desert,cold,27,5,10,7.5,3.8,equal-time,0.116,,,,N,
19,73,Fang and Moncrieff 2001,Fang-cult,,cultivated,temperate,134,5,15,10,2.4,sequential,,,,,N,
19,73,Fang and Moncrieff 2001,Fang-cult,,cultivated,temperate,134,25,35,30,2.2,sequential,,,,,N,
19,74,Fang and Moncrieff 2001,Fang-forest,,forest,temperate,134,5,15,10,3.4,sequential,,,,,N,
19,74,Fang and Moncrieff 2001,Fang-forest,,forest,temperate,134,25,35,30,2.9,sequential,,,,,N,
20,75,Fang et al. 2005,Fang-2005,,forest,temperate,108,4,44,24,2.16,sequential,,,,,N,
21,76,Fierer et al. 2003,Fierer_0–5,,grassland,warm,1,10,35,22.5,2.8,equal-time,3.2,,,,N,
21,77,Fierer et al. 2003,Fierer_100,,grassland,warm,1,10,35,22.5,3.8,equal-time,0.84,,,,N,
21,78,Fierer et al. 2003,Fierer_15–25,,grassland,warm,1,10,35,22.5,3.2,equal-time,1.7,,,,N,
21,79,Fierer et al. 2003,Fierer_200,,grassland,warm,1,10,35,22.5,4.1,equal-time,0.16,,,,N,
21,80,Fierer et al. 2003,Fierer_50,,grassland,warm,1,10,35,22.5,3.7,equal-time,0.83,,,,N,
21,81,Fierer et al. 2003,Fierer_5–15,,grassland,warm,1,10,35,22.5,3,equal-time,2,,,,N,
22,82,Fierer et al. 2006,Fierer-Boreal,,tundra,cold,11,10,30,20,2.7,equal-time,,,,,N,
22,83,Fierer et al. 2006,Fierer-DryFor,,forest,warm,11,10,30,20,2.8,equal-time,,,,,N,
22,84,Fierer et al. 2006,Fierer-DryGrass,,grassland,warm,11,10,30,20,2.9,equal-time,,,,,N,
22,85,Fierer et al. 2006,Fierer-TempFor,,forest,temperate,11,10,30,20,2.9,equal-time,,,,,N,
22,86,Fierer et al. 2006,Fierer-TempGrass,,grassland,temperate,11,10,30,20,3.1,equal-time,,,,,N,
22,87,Fierer et al. 2006,Fierer-TropFor,,grassland,warm,11,10,30,20,3.3,equal-time,,,,,N,
23,88,Fissore et al. 2009,Various,0 to 20,forest,,2.83357,10,30,20,2.25195,equal-time,,,,,N,
23,88,Fissore et al. 2009,Various,0 to 20,forest,,4.62824,10,30,20,1.67785,equal-time,,,,,N,
23,88,Fissore et al. 2009,Various,0 to 20,forest,,12.4728,10,30,20,1.48639,equal-time,,,,,N,
23,88,Fissore et al. 2009,Various,0 to 20,forest,,21.3231,10,30,20,1.35048,equal-time,,,,,N,
23,88,Fissore et al. 2009,Various,0 to 20,forest,,44.0698,10,30,20,1.41193,equal-time,,,,,N,
23,88,Fissore et al. 2009,Various,0 to 20,forest,,81.5605,10,30,20,1.22628,equal-time,,,,,N,
23,88,Fissore et al. 2009,Various,0 to 20,forest,,107.301,10,30,20,1.38028,equal-time,,,,,N,
23,88,Fissore et al. 2009,Various,0 to 20,forest,,156.63,10,30,20,1.13276,equal-time,,,,,N,
23,88,Fissore et al. 2009,Various,0 to 20,forest,,221.913,10,30,20,1.34183,equal-time,,,,,N,
23,88,Fissore et al. 2009,Various,0 to 20,forest,,283.188,10,30,20,1.37194,equal-time,,,,,N,
23,88,Fissore et al. 2009,Various,0 to 20,forest,,345.452,10,30,20,1.40821,equal-time,,,,,N,
23,88,Fissore et al. 2009,Various,0 to 20,forest,,425.45,10,30,20,1.27759,equal-time,,,,,N,
23,88,Fissore et al. 2009,Various,0 to 20,forest,,526.266,10,30,20,1.35659,equal-time,,,,,N,
23,88,Fissore et al. 2009,Various,0 to 20,forest,,,10,30,20,2.2,equal-C,,,,,N,
23,88,Fissore et al. 2009,Various,0 to 20,forest,,,10,30,20,1.7,equal-C,,,,,N,
24,89,Gershenson et al. 2009,Gersh-Farm,,cultivated,temperate,0.041666667,0,10,5,6.27,equal-time,,,,,N,
24,89,Gershenson et al. 2009,Gersh-Farm,,cultivated,temperate,0.041666667,0,10,5,4.65,equal-time,,,,,Y,A
24,89,Gershenson et al. 2009,Gersh-Farm,,cultivated,temperate,0.041666667,10,22,16,1.83,equal-time,,,,,N,
24,89,Gershenson et al. 2009,Gersh-Farm,,cultivated,temperate,0.041666667,10,22,16,2.47,equal-time,,,,,Y,A
24,89,Gershenson et al. 2009,Gersh-Farm,,cultivated,temperate,0.041666667,22,30,26,1.69,equal-time,,,,,N,
24,89,Gershenson et al. 2009,Gersh-Farm,,cultivated,temperate,0.041666667,22,30,26,1.78,equal-time,,,,,Y,A
24,90,Gershenson et al. 2009,Gersh-Ga,,grassland,temperate,0.041666667,0,10,5,2.9,equal-time,,,,,N,
24,90,Gershenson et al. 2009,Gersh-Ga,,grassland,temperate,0.041666667,0,10,5,3.99,equal-time,,,,,Y,A
24,90,Gershenson et al. 2009,Gersh-Ga,,grassland,temperate,0.041666667,10,22,16,2.49,equal-time,,,,,N,
24,90,Gershenson et al. 2009,Gersh-Ga,,grassland,temperate,0.041666667,10,22,16,2.6,equal-time,,,,,Y,A
24,90,Gershenson et al. 2009,Gersh-Ga,,grassland,temperate,0.041666667,22,30,26,1.4,equal-time,,,,,N,
24,90,Gershenson et al. 2009,Gersh-Ga,,grassland,temperate,0.041666667,22,30,26,1.61,equal-time,,,,,Y,A
24,91,Gershenson et al. 2009,Gersh-RW,,forest,temperate,0.041666667,0,10,5,3.39,equal-time,,,,,N,
24,91,Gershenson et al. 2009,Gersh-RW,,forest,temperate,0.041666667,0,10,5,4.46,equal-time,,,,,Y,A
24,91,Gershenson et al. 2009,Gersh-RW,,forest,temperate,0.041666667,10,22,16,2.11,equal-time,,,,,N,
24,91,Gershenson et al. 2009,Gersh-RW,,forest,temperate,0.041666667,10,22,16,2.4,equal-time,,,,,Y,A
24,91,Gershenson et al. 2009,Gersh-RW,,forest,temperate,0.041666667,22,30,26,1.71,equal-time,,,,,N,
24,91,Gershenson et al. 2009,Gersh-RW,,forest,temperate,0.041666667,22,30,26,1.67,equal-time,,,,,Y,A
25,92,Gillabel et al. 2010,Gill,,cultivated,temperate,,25,35,30,1.9,equal-C,0.92,,,,N,
25,92,Gillabel et al. 2010,Gill,,cultivated,temperate,,25,35,30,3.8,equal-C,0.9,,,,N,
25,92,Gillabel et al. 2010,Gill,,cultivated,temperate,,25,35,30,0.9,equal-C,0.2,,,,N,
25,92,Gillabel et al. 2010,Gill,,cultivated,temperate,,25,35,30,1.4,equal-C,0.2,,,,N,
26,93,Grisi et al. 1998,I,,forest,warm,160,15,35,25,2.2,equal-time,2.88,0.29,22,6.2,N,
26,94,Grisi et al. 1998,II,,cultivated,warm,160,15,35,25,1.9,equal-time,2.95,0.18,82,5.1,N,
26,95,Grisi et al. 1998,III,,cultivated,warm,160,15,35,25,1.9,equal-time,0.95,0.1,15,6.4,N,
26,96,Grisi et al. 1998,IV,,cultivated,temperate,160,15,35,25,1.7,equal-time,4.09,0.34,68,8.2,N,
26,97,Grisi et al. 1998,V,,grassland,temperate,160,15,35,25,2.1,equal-time,2.86,0.27,21,6.9,N,
26,98,Grisi et al. 1998,VI,,grassland,temperate,160,15,35,25,1.4,equal-time,1.5,0.14,8,6.8,N,
27,99,Haddix et al. 2011,Haddix-BR,,forest,temperate,,25,35,30,2.2,equal-C,1.06,,30,,Y,R
27,99,Haddix et al. 2011,Haddix-BR,,grassland,warm,,25,35,30,2.4,equal-C,1.41,,25,,Y,R
27,99,Haddix et al. 2011,Haddix-BR,,forest,warm,,25,35,30,1.4,equal-C,1.06,,30,,Y,L
27,99,Haddix et al. 2011,Haddix-BR,,grassland,warm,,25,35,30,4.2,equal-C,1.41,,25,,Y,L
27,99,Haddix et al. 2011,Haddix-BR,,forest,warm,595,15,25,20,2.06,equal-time,1.06,,30,,N,
27,99,Haddix et al. 2011,Haddix-BR,,grassland,warm,595,15,25,20,1.58,equal-time,1.41,,25,,N,
27,99,Haddix et al. 2011,Haddix-BR,,forest,warm,595,25,35,30,1.65,equal-time,1.06,,30,,N,
27,99,Haddix et al. 2011,Haddix-BR,,grassland,warm,595,25,35,30,2.03,equal-time,1.41,,25,,N,
27,100,Haddix et al. 2011,Haddix-CO,,cultivated,temperate,,25,35,30,2.2,equal-C,0.69,,28,,Y,R
27,100,Haddix et al. 2011,Haddix-CO,,grassland,temperate,,25,35,30,1.5,equal-C,1.16,,23,,Y,R
27,100,Haddix et al. 2011,Haddix-CO,,cultivated,temperate,,25,35,30,4.6,equal-C,0.69,,28,,Y,L
27,100,Haddix et al. 2011,Haddix-CO,,grassland,temperate,,25,35,30,2.8,equal-C,1.16,,23,,Y,L
27,100,Haddix et al. 2011,Haddix-CO,,cultivated,temperate,595,15,25,20,1.76,equal-time,0.69,,28,,N,
27,100,Haddix et al. 2011,Haddix-CO,,grassland,temperate,595,15,25,20,1.86,equal-time,1.16,,23,,N,
27,100,Haddix et al. 2011,Haddix-CO,,cultivated,temperate,595,25,35,30,1.84,equal-time,0.69,,28,,N,
27,100,Haddix et al. 2011,Haddix-CO,,grassland,temperate,595,25,35,30,1.68,equal-time,1.16,,23,,N,
27,101,Haddix et al. 2011,Haddix-CR,,forest,warm,,25,35,30,1.9,equal-C,20.02,,9,,Y,R
27,101,Haddix et al. 2011,Haddix-CR,,grassland,warm,,25,35,30,2.9,equal-C,14.16,,12,,Y,R
27,101,Haddix et al. 2011,Haddix-CR,,forest,warm,,25,35,30,4.1,equal-C,20.02,,9,,Y,L
27,101,Haddix et al. 2011,Haddix-CR,,grassland,warm,,25,35,30,6.5,equal-C,14.16,,12,,Y,L
27,101,Haddix et al. 2011,Haddix-CR,,forest,warm,595,15,25,20,2.06,equal-time,20.02,,9,,N,
27,101,Haddix et al. 2011,Haddix-CR,,grassland,warm,595,15,25,20,2.08,equal-time,14.16,,12,,N,
27,101,Haddix et al. 2011,Haddix-CR,,forest,warm,595,25,35,30,2.3,equal-time,20.02,,9,,N,
27,101,Haddix et al. 2011,Haddix-CR,,grassland,warm,595,25,35,30,2.11,equal-time,14.16,,12,,N,
27,102,Haddix et al. 2011,Haddix-ND,,cultivated,temperate,,25,35,30,1.5,equal-C,2.8,,33,,Y,R
27,102,Haddix et al. 2011,Haddix-ND,,grassland,temperate,,25,35,30,1.7,equal-C,3.24,,28,,Y,R
27,102,Haddix et al. 2011,Haddix-ND,,cultivated,temperate,,25,35,30,1.3,equal-C,2.8,,33,,Y,L
27,102,Haddix et al. 2011,Haddix-ND,,grassland,temperate,,25,35,30,2.7,equal-C,3.24,,28,,Y,L
27,102,Haddix et al. 2011,Haddix-ND,,cultivated,temperate,595,15,25,20,1.77,equal-time,2.8,,33,,N,
27,102,Haddix et al. 2011,Haddix-ND,,grassland,temperate,595,15,25,20,2.07,equal-time,3.24,,28,,N,
27,102,Haddix et al. 2011,Haddix-ND,,cultivated,temperate,595,25,35,30,1.23,equal-time,2.8,,33,,N,
27,102,Haddix et al. 2011,Haddix-ND,,grassland,temperate,595,25,35,30,1.85,equal-time,3.24,,28,,N,
27,103,Haddix et al. 2011,Haddix-SK,,cultivated,temperate,,25,35,30,2,equal-C,2.29,,61,,Y,R
27,103,Haddix et al. 2011,Haddix-SK,,grassland,temperate,,25,35,30,1.6,equal-C,3.71,,50,,Y,R
27,103,Haddix et al. 2011,Haddix-SK,,cultivated,temperate,,25,35,30,3.3,equal-C,2.29,,61,,Y,L
27,103,Haddix et al. 2011,Haddix-SK,,grassland,temperate,,25,35,30,2.5,equal-C,3.71,,50,,Y,L
27,103,Haddix et al. 2011,Haddix-SK,,cultivated,temperate,595,15,25,20,1.79,equal-time,2.29,,61,,N,
27,103,Haddix et al. 2011,Haddix-SK,,grassland,temperate,595,15,25,20,1.6,equal-time,3.71,,50,,N,
27,103,Haddix et al. 2011,Haddix-SK,,cultivated,temperate,595,25,35,30,1.69,equal-time,2.29,,61,,N,
27,103,Haddix et al. 2011,Haddix-SK,,grassland,temperate,595,25,35,30,1.38,equal-time,3.71,,50,,N,
27,104,Haddix et al. 2011,Haddix-TX,,cultivated,warm,,25,35,30,1.6,equal-C,1.02,,44,,Y,R
27,104,Haddix et al. 2011,Haddix-TX,,grassland,warm,,25,35,30,2,equal-C,1.12,,31,,Y,R
27,104,Haddix et al. 2011,Haddix-TX,,cultivated,warm,,25,35,30,3.1,equal-C,1.02,,44,,Y,L
27,104,Haddix et al. 2011,Haddix-TX,,grassland,warm,,25,35,30,3.4,equal-C,1.12,,31,,Y,L
27,104,Haddix et al. 2011,Haddix-TX,,cultivated,warm,595,15,25,20,1.81,equal-time,1.02,,44,,N,
27,104,Haddix et al. 2011,Haddix-TX,,grassland,warm,595,15,25,20,1.56,equal-time,1.12,,31,,N,
27,104,Haddix et al. 2011,Haddix-TX,,cultivated,warm,595,25,35,30,1.49,equal-time,1.02,,44,,N,
27,104,Haddix et al. 2011,Haddix-TX,,grassland,warm,595,25,35,30,1.63,equal-time,1.12,,31,,N,
28,105,Hamdi et al. 2010,Hamdi-cult,,cultivated,warm,56,20,30,25,2.05,equal-time,2.2,,36,8.9,N,
28,105,Hamdi et al. 2010,Hamdi-cult,,cultivated,warm,56,30,40,35,2.15,equal-time,2.2,,36,8.9,N,
28,105,Hamdi et al. 2010,Hamdi-cult,,cultivated,warm,56,40,50,45,1.92,equal-time,2.2,,36,8.9,N,
29,106,Hartley and Ineson 2008,Hartley-Escrick,,cultivated,temperate,17,10,20,15,3.06,sequential,4,,,6.5,N,
29,106,Hartley and Ineson 2008,Hartley-Escrick,,cultivated,temperate,60,10,20,15,3.03,sequential,4,,,6.5,N,
29,106,Hartley and Ineson 2008,Hartley-Escrick,,cultivated,temperate,97,10,20,15,3.14,sequential,4,,,6.5,N,
29,106,Hartley and Ineson 2008,Hartley-Escrick,,cultivated,temperate,134,10,20,15,3.25,sequential,4,,,6.5,N,
30,107,Hartley et al. 2008,Hartley-tundra,,tundra,cold,205,2,10,6,4.25,sequential,,,,,N,
30,107,Hartley et al. 2008,Hartley-tundra,,tundra,cold,205,2,10,6,3.8,sequential,,,,,N,
31,108,Hartly et al. 2008,Tund,0 to 10,tundra,cold,200,2,6,4,4.35,sequential,,,,,N,
31,108,Hartly et al. 2008,Tund,0 to 10,tundra,cold,200,6,10,8,3.58,sequential,,,,,N,
32,109,Holland et al. 2000,Holl-BR-forest,,forest,warm,1.5,15,25,20,3.1,equal-time,2.94,,67.5,,N,
32,109,Holland et al. 2000,Holl-BR-forest,,forest,warm,1.5,25,35,30,2.2,equal-time,2.94,,67.5,,N,
32,109,Holland et al. 2000,Holl-BR-forest,,forest,warm,1.5,35,45,40,1.7,equal-time,2.94,,67.5,,N,
32,109,Holland et al. 2000,Holl-BR-forest,,forest,warm,1.5,45,55,50,3.4,equal-time,2.94,,67.5,,N,
32,110,Holland et al. 2000,Holl-BR-grassland,,grassland,warm,1.5,15,25,20,3.1,equal-time,2.39,,49,,N,
32,110,Holland et al. 2000,Holl-BR-grassland,,grassland,warm,1.5,25,35,30,2,equal-time,2.39,,49,,N,
32,110,Holland et al. 2000,Holl-BR-grassland,,grassland,warm,1.5,35,45,40,1.5,equal-time,2.39,,49,,N,
32,110,Holland et al. 2000,Holl-BR-grassland,,grassland,warm,1.5,45,55,50,2.3,equal-time,2.39,,49,,N,
32,111,Holland et al. 2000,Holl-CR-forest,,forest,warm,1.5,15,25,20,4.1,equal-time,3.25,,47,,N,
32,111,Holland et al. 2000,Holl-CR-forest,,forest,warm,1.5,25,35,30,6.4,equal-time,3.25,,47,,N,
32,111,Holland et al. 2000,Holl-CR-forest,,forest,warm,1.5,35,45,40,2.2,equal-time,3.25,,47,,N,
32,111,Holland et al. 2000,Holl-CR-forest,,forest,warm,1.5,45,55,50,1.4,equal-time,3.25,,47,,N,
32,112,Holland et al. 2000,Holl-CR-grassland10,,grassland,warm,1.5,15,25,20,4.8,equal-time,3.6,,43,,N,
32,112,Holland et al. 2000,Holl-CR-grassland10,,grassland,warm,1.5,25,35,30,3.4,equal-time,3.6,,43,,N,
32,112,Holland et al. 2000,Holl-CR-grassland10,,grassland,warm,1.5,35,45,40,1.4,equal-time,3.6,,43,,N,
32,112,Holland et al. 2000,Holl-CR-grassland10,,grassland,warm,1.5,45,55,50,1.9,equal-time,3.6,,43,,N,
32,113,Holland et al. 2000,Holl-CR-grassland2,,grassland,warm,1.5,15,25,20,2.6,equal-time,4.15,,52,,N,
32,113,Holland et al. 2000,Holl-CR-grassland2,,grassland,warm,1.5,25,35,30,2.6,equal-time,4.15,,52,,N,
32,113,Holland et al. 2000,Holl-CR-grassland2,,grassland,warm,1.5,35,45,40,1.1,equal-time,4.15,,52,,N,
32,113,Holland et al. 2000,Holl-CR-grassland2,,grassland,warm,1.5,45,55,50,1.5,equal-time,4.15,,52,,N,
32,114,Holland et al. 2000,Holl-CR-grassland25,,grassland,warm,1.5,15,25,20,3.1,equal-time,4.65,,57,,N,
32,114,Holland et al. 2000,Holl-CR-grassland25,,grassland,warm,1.5,25,35,30,2.4,equal-time,4.65,,57,,N,
32,114,Holland et al. 2000,Holl-CR-grassland25,,grassland,warm,1.5,35,45,40,1.3,equal-time,4.65,,57,,N,
32,114,Holland et al. 2000,Holl-CR-grassland25,,grassland,warm,1.5,45,55,50,1.6,equal-time,4.65,,57,,N,
32,115,Holland et al. 2000,Holl-HW-forest1700,,forest,warm,1.5,15,25,20,2.8,equal-time,26.6,,,,N,
32,115,Holland et al. 2000,Holl-HW-forest1700,,forest,warm,1.5,25,35,30,1.2,equal-time,26.6,,,,N,
32,115,Holland et al. 2000,Holl-HW-forest1700,,forest,warm,1.5,35,45,40,1.7,equal-time,26.6,,,,N,
32,115,Holland et al. 2000,Holl-HW-forest1700,,forest,warm,1.5,45,55,50,1.9,equal-time,26.6,,,,N,
32,116,Holland et al. 2000,Holl-HW-forest800,,forest,warm,1.5,15,25,20,1.6,equal-time,21.3,,,,N,
32,116,Holland et al. 2000,Holl-HW-forest800,,forest,warm,1.5,25,35,30,1.6,equal-time,21.3,,,,N,
32,116,Holland et al. 2000,Holl-HW-forest800,,forest,warm,1.5,35,45,40,1.6,equal-time,21.3,,,,N,
32,116,Holland et al. 2000,Holl-HW-forest800,,forest,warm,1.5,45,55,50,1.5,equal-time,21.3,,,,N,
32,117,Holland et al. 2000,Holl-HW-grassland1700,,grassland,warm,1.5,15,25,20,2,equal-time,27.4,,,,N,
32,117,Holland et al. 2000,Holl-HW-grassland1700,,grassland,warm,1.5,25,35,30,1.5,equal-time,27.4,,,,N,
32,117,Holland et al. 2000,Holl-HW-grassland1700,,grassland,warm,1.5,35,45,40,1.6,equal-time,27.4,,,,N,
32,117,Holland et al. 2000,Holl-HW-grassland1700,,grassland,warm,1.5,45,55,50,1.7,equal-time,27.4,,,,N,
32,118,Holland et al. 2000,Holl-HW-grassland800,,grassland,warm,1.5,15,25,20,1.8,equal-time,18,,,,N,
32,118,Holland et al. 2000,Holl-HW-grassland800,,grassland,warm,1.5,25,35,30,1.6,equal-time,18,,,,N,
32,118,Holland et al. 2000,Holl-HW-grassland800,,grassland,warm,1.5,35,45,40,1.8,equal-time,18,,,,N,
32,118,Holland et al. 2000,Holl-HW-grassland800,,grassland,warm,1.5,45,55,50,2.2,equal-time,18,,,,N,
32,119,Holland et al. 2000,Holl-TX-forest,,forest,warm,1.5,15,25,20,0.8,equal-time,2.3,,23,,N,
32,119,Holland et al. 2000,Holl-TX-forest,,forest,warm,1.5,25,35,30,1.5,equal-time,2.3,,23,,N,
